Time (s),D Feed Flow (stream 2),E Feed Flow (stream 3),A Feed Flow (stream 1),A and C Feed Flow (stream 4),Compressor Recycle Valve,Purge Valve (stream 9),Separator Pot Liquid Flow (stream 10),Stripper Liquid Product Flow (stream 11),Stripper Steam Valve,Reactor Cooling Water Flow,Condenser Cooling Water Flow,Agitator Speed,A Feed (stream 1),D Feed (stream 2),E Feed (stream 3),A and C Feed (stream 4),Recycle Flow (stream 8),Reactor Feed Rate (stream 6),Reactor Pressure,Reactor Level,Reactor Temperature,Purge Rate (stream 9),Product Sep Temp,Product Sep Level,Prod Sep Pressure,Prod Sep Underflow (stream 10),Stripper Level,Stripper Pressure,Stripper Underflow (stream 11),Stripper Temperature,Stripper Steam Flow,Compressor Work,Reactor Cooling Water Outlet Temp,Separator Cooling Water Outlet Temp,Reactor Feed Component A,Reactor Feed Component B,Reactor Feed Component C,Reactor Feed Component D,Reactor Feed Component E,Reactor Feed Component F,Purge Gas Component A,Purge Gas Component B,Purge Gas Component C,Purge Gas Component D,Purge Gas Component E,Purge Gas Component F,Purge Gas Component G,Purge Gas Component H,Product Component D,Product Component E,Product Component F,Product Component G,Product Component H
34560,62.611,53.844,31.677,58.116,21.927,40.113,40.886,46.585,51.143,41.138,21.701,50.0,0.31918,3617.8,4479.0,8.9991,27.071,42.313,2688.9,76.402,120.4,0.33358,81.364,50.947,2617.9,24.449,50.022,3084.4,21.844,67.367,236.73,340.2,94.909,78.023,32.709,9.0118,26.051,6.8174,18.587,1.644,33.149,13.896,23.311,1.2687,18.766,2.2857,5.0577,2.3987,0.025652,0.78578,0.11726,52.864,44.006
34740,62.969,53.844,22.24,58.897,22.117,41.353,33.142,43.044,51.102,39.876,19.739,50.0,0.22689,3684.1,4527.3,8.9751,27.071,41.933,2684.9,76.997,120.36,0.34114,81.343,48.315,2613.7,24.699,48.492,3080.4,22.706,67.342,236.37,339.46,94.88,78.189,32.323,8.9989,25.776,6.9933,19.201,1.6811,33.081,14.061,23.177,1.2571,18.406,2.2903,5.0592,2.4331,0.025652,0.78578,0.11726,52.864,44.006
34920,63.17,54.385,22.2,58.163,21.694,41.077,33.384,48.366,50.956,40.957,20.343,50.0,0.2273,3672.5,4482.1,8.9513,26.903,41.94,2681.5,76.513,120.39,0.3434,81.441,48.398,2610.5,24.003,50.791,3077.8,22.505,67.341,237.18,339.11,94.763,77.752,32.323,8.9989,25.776,6.9933,19.201,1.6811,33.081,14.061,23.177,1.2571,18.406,2.2903,5.0592,2.4331,0.025652,0.78578,0.11726,52.864,44.006
35100,62.669,53.677,25.67,55.583,21.705,44.303,38.857,44.745,51.05,40.244,18.589,50.0,0.25982,3610.7,4413.7,8.9667,27.367,42.015,2675.8,75.824,120.37,0.35513,81.471,50.257,2604.7,25.463,49.227,3072.4,23.269,67.384,235.26,338.44,94.976,77.89,31.909,8.9561,25.573,6.8527,18.9,1.7134,33.576,13.887,23.298,1.2501,18.776,2.3005,5.1422,2.3857,0.025652,0.78578,0.11726,52.864,44.006
35280,62.319,53.472,25.455,58.091,21.012,44.036,39.941,44.302,49.894,39.531,19.281,50.0,0.26201,3631.0,4430.8,8.9552,27.17,41.805,2671.3,76.293,120.38,0.35731,81.424,50.626,2598.4,22.922,49.036,3070.2,22.996,67.371,234.0,337.39,95.07,77.805,31.909,8.9561,25.573,6.8527,18.9,1.7134,33.576,13.887,23.298,1.2501,18.776,2.3005,5.1422,2.3857,0.0071822,0.80064,0.084423,53.511,44.304
35460,63.171,53.547,29.86,60.622,21.019,40.996,43.906,45.24,49.589,40.331,18.242,50.0,0.29887,3650.9,4482.5,8.9725,26.846,41.931,2665.9,76.365,120.4,0.34581,81.094,51.973,2593.7,25.029,49.441,3065.5,23.461,67.259,230.8,337.06,95.161,76.776,32.154,9.0279,26.47,7.176,18.741,1.7161,33.155,14.001,23.038,1.3644,19.15,2.3499,5.1636,2.4681,0.0071822,0.80064,0.084423,53.511,44.304
35640,63.031,53.588,29.557,57.911,20.409,41.273,41.081,44.82,49.053,39.006,20.715,50.0,0.30195,3659.1,4479.1,8.9692,26.674,41.986,2657.4,76.326,120.38,0.34354,80.442,51.013,2584.9,23.989,49.259,3057.5,22.432,67.045,230.35,336.33,95.123,75.88,32.154,9.0279,26.47,7.176,18.741,1.7161,33.155,14.001,23.038,1.3644,19.15,2.3499,5.1636,2.4681,0.0071822,0.80064,0.084423,53.511,44.304
35820,61.036,53.548,27.538,58.178,20.006,43.163,38.527,46.988,48.518,39.077,16.859,50.0,0.27819,3602.9,4514.3,9.0657,27.093,41.991,2645.8,75.478,120.33,0.35449,79.368,50.145,2570.7,27.902,50.196,3044.6,24.075,66.611,230.15,335.67,95.738,75.074,31.825,9.0848,26.147,6.9962,19.366,1.7127,32.622,14.139,22.638,1.3876,18.978,2.2914,5.0988,2.4426,0.0071822,0.80064,0.084423,53.511,44.304
36000,61.809,54.275,27.533,58.228,20.74,42.978,37.173,49.763,47.887,39.1,18.86,50.0,0.27824,3558.0,4453.6,9.0014,27.024,42.235,2645.7,74.508,120.36,0.356,79.253,49.685,2571.4,25.299,51.395,3041.9,23.184,66.121,231.31,335.7,95.748,75.995,31.825,9.0848,26.147,6.9962,19.366,1.7127,32.622,14.139,22.638,1.3876,18.978,2.2914,5.0988,2.4426,0.0071822,0.80064,0.084423,53.511,44.304
36180,61.885,52.7,30.916,59.337,20.373,45.139,43.854,49.286,47.734,38.814,17.907,50.0,0.31174,3634.0,4453.1,9.1158,26.843,42.216,2648.4,75.248,120.38,0.37157,79.434,51.955,2573.2,25.631,51.189,3045.3,23.556,65.841,230.58,336.05,95.682,76.059,31.584,9.0911,25.749,6.8429,19.464,1.6723,33.14,13.918,22.711,1.4865,19.242,2.2261,4.9121,2.3202,0.041476,0.80868,0.10792,52.777,44.627
36360,62.507,52.998,30.836,60.602,20.126,44.917,37.117,49.011,47.297,39.29,17.522,50.0,0.31255,3597.9,4428.2,9.2759,26.575,42.179,2651.2,73.871,120.42,0.37339,79.732,49.666,2577.1,26.945,51.07,3050.1,23.682,65.672,231.13,335.77,95.511,76.582,31.584,9.0911,25.749,6.8429,19.464,1.6723,33.14,13.918,22.711,1.4865,19.242,2.2261,4.9121,2.3202,0.041476,0.80868,0.10792,52.777,44.627
36540,62.889,53.049,33.517,60.592,20.714,42.134,42.027,47.093,47.031,40.325,16.673,50.0,0.3419,3651.8,4394.9,9.221,27.051,42.169,2660.1,75.129,120.45,0.35018,80.348,51.334,2586.7,26.098,50.241,3058.2,23.998,65.649,229.71,336.22,95.125,77.248,32.167,9.1654,25.509,7.0622,19.38,1.6753,32.822,14.01,23.064,1.3675,19.749,2.303,4.839,2.3154,0.041476,0.80868,0.10792,52.777,44.627
36720,62.514,52.847,33.527,60.798,20.536,42.201,38.867,46.909,46.783,40.306,18.981,50.0,0.3418,3673.6,4411.8,9.18,27.017,42.726,2665.5,73.25,120.44,0.34963,80.91,50.261,2592.8,25.161,50.162,3066.0,22.976,65.779,227.98,335.61,95.024,77.94,32.167,9.1654,25.509,7.0622,19.38,1.6753,32.822,14.01,23.064,1.3675,19.749,2.303,4.839,2.3154,0.041476,0.80868,0.10792,52.777,44.627
36900,62.17,53.251,28.388,60.825,20.569,44.005,38.312,46.467,46.563,40.401,19.239,50.0,0.28785,3577.9,4386.2,9.3895,27.06,42.634,2668.0,75.011,120.43,0.35685,81.236,50.072,2595.3,24.151,49.971,3068.8,22.841,65.97,225.85,336.12,94.834,77.712,32.151,9.0139,25.511,6.992,19.653,1.6765,32.506,14.059,22.425,1.4348,19.944,2.2916,4.9155,2.2311,0.041476,0.80868,0.10792,52.777,44.627
37080,61.822,52.981,28.569,60.652,20.501,43.565,39.389,45.327,46.324,40.65,15.338,50.0,0.286,3598.2,4408.8,9.3972,27.099,42.4,2668.0,73.82,120.43,0.36046,81.077,50.438,2595.2,25.763,49.479,3070.3,24.474,66.024,225.58,335.96,94.98,77.38,32.151,9.0139,25.511,6.992,19.653,1.6765,32.506,14.059,22.425,1.4348,19.944,2.2916,4.9155,2.2311,0.015464,0.8482,0.10131,53.629,43.47
37260,62.805,52.531,28.656,62.183,20.218,44.491,37.226,49.192,46.035,40.274,16.986,50.0,0.28868,3568.9,4379.8,9.3423,26.647,42.245,2669.7,73.652,120.41,0.36619,81.058,49.703,2597.0,26.052,51.148,3071.4,23.747,66.032,224.96,336.8,94.839,77.816,32.372,9.0706,25.389,6.7384,19.621,1.7005,32.815,13.921,22.233,1.4477,19.393,2.3384,5.0192,2.4069,0.015464,0.8482,0.10131,53.629,43.47
37440,61.707,52.047,28.612,59.951,20.573,44.813,35.869,44.357,45.795,40.26,18.338,50.0,0.28912,3632.7,4420.2,9.4805,26.642,42.487,2671.7,73.588,120.44,0.36356,81.043,49.242,2599.0,23.985,49.06,3072.1,23.18,66.006,223.81,337.35,94.928,77.23,32.372,9.0706,25.389,6.7384,19.621,1.7005,32.815,13.921,22.233,1.4477,19.393,2.3384,5.0192,2.4069,0.015464,0.8482,0.10131,53.629,43.47
37620,63.235,52.317,26.37,62.184,20.308,42.755,42.029,48.189,45.671,40.478,17.103,50.0,0.26776,3674.1,4392.3,9.4521,26.989,42.234,2667.6,73.354,120.44,0.3522,80.575,51.335,2595.0,25.758,50.715,3071.3,23.715,65.914,221.45,337.41,94.726,77.1,31.98,9.0136,25.514,6.9427,19.422,1.6691,33.386,13.908,22.722,1.1604,19.824,2.3187,5.0971,2.4197,0.015464,0.8482,0.10131,53.629,43.47
37800,62.867,52.722,26.465,63.415,20.685,42.448,38.315,48.92,45.288,40.604,16.68,50.0,0.2668,3695.5,4358.4,9.4733,26.611,42.126,2674.7,73.193,120.43,0.35472,81.106,50.073,2602.2,24.25,51.031,3075.0,23.863,65.836,221.99,338.13,94.623,78.438,31.98,9.0136,25.514,6.9427,19.422,1.6691,33.386,13.908,22.722,1.1604,19.824,2.3187,5.0971,2.4197,0.015464,0.8482,0.10131,53.629,43.47
37980,62.219,52.534,30.085,62.864,21.317,42.647,39.233,46.813,46.027,41.897,19.315,50.0,0.30612,3631.3,4404.4,9.4776,26.917,42.386,2682.6,73.431,120.45,0.35118,81.704,50.385,2612.4,24.572,50.121,3082.2,22.745,65.951,221.06,338.56,94.555,78.997,32.326,8.875,25.678,6.8949,19.7,1.6856,33.256,13.971,22.709,1.4216,19.512,2.2595,5.0516,2.2987,0.014753,0.88931,0.11131,53.466,42.665
38160,62.185,52.942,30.199,63.332,21.436,42.559,38.53,44.819,46.174,41.147,21.218,50.0,0.30496,3633.2,4370.3,9.4883,26.93,42.565,2689.1,73.657,120.42,0.3519,82.161,50.146,2617.8,25.827,49.259,3089.4,21.939,66.17,220.29,339.46,94.326,78.996,32.326,8.875,25.678,6.8949,19.7,1.6856,33.256,13.971,22.709,1.4216,19.512,2.2595,5.0516,2.2987,0.014753,0.88931,0.11131,53.466,42.665
38340,62.746,51.94,26.798,64.585,21.502,43.371,40.726,45.927,46.197,42.223,18.262,50.0,0.2732,3622.9,4385.9,9.3797,26.623,42.486,2688.1,73.812,120.45,0.36056,81.912,50.892,2617.3,25.207,49.738,3089.1,23.205,66.371,220.84,340.0,94.469,78.715,32.403,9.0549,25.653,7.0383,19.794,1.7093,33.257,13.883,22.187,1.2712,19.67,2.3342,5.1025,2.4051,0.014753,0.88931,0.11131,53.466,42.665
38520,62.238,52.777,26.869,65.163,21.188,43.167,41.515,43.816,46.278,40.931,18.389,50.0,0.27248,3652.4,4316.0,9.3256,26.897,42.866,2689.1,74.201,120.42,0.36222,81.758,51.16,2617.5,25.74,48.826,3089.1,23.174,66.423,220.77,340.77,94.381,78.298,32.403,9.0549,25.653,7.0383,19.794,1.7093,33.257,13.883,22.187,1.2712,19.67,2.3342,5.1025,2.4051,0.014753,0.88931,0.11131,53.466,42.665
38700,62.015,51.925,25.945,65.775,22.194,41.856,36.617,49.534,46.4,40.511,19.086,50.0,0.26334,3587.8,4354.4,9.399,27.123,42.321,2688.4,74.448,120.4,0.3549,81.348,49.496,2616.7,23.985,51.296,3085.2,22.915,66.385,220.27,342.28,94.606,77.803,32.363,9.0347,25.746,6.9368,19.5,1.6747,33.356,13.973,22.375,1.4001,19.283,2.3044,5.1769,2.4653,0.014753,0.88931,0.11131,53.466,42.665
38880,61.742,51.893,25.929,63.281,21.895,41.809,39.193,44.109,47.155,40.118,17.522,50.0,0.2635,3603.6,4357.0,9.5296,26.535,42.158,2688.1,73.742,120.39,0.35528,81.038,50.371,2617.0,25.914,48.952,3085.4,23.585,66.291,225.21,342.65,94.69,77.94,32.363,9.0347,25.746,6.9368,19.5,1.6747,33.356,13.973,22.375,1.4001,19.283,2.3044,5.1769,2.4653,0.019885,0.86154,0.085056,53.666,43.651
39060,62.526,52.796,26.04,65.401,22.386,43.446,33.32,45.814,47.714,40.886,15.996,50.0,0.26598,3604.0,4329.6,9.4406,26.695,42.379,2691.7,73.97,120.39,0.363,80.82,48.376,2620.5,24.508,49.689,3086.4,24.231,66.214,225.35,344.22,94.785,78.158,32.144,8.8502,25.866,6.8505,18.706,1.6527,33.415,13.719,22.291,1.1856,18.913,2.3086,5.0436,2.3987,0.019885,0.86154,0.085056,53.666,43.651
39240,62.231,52.48,26.15,61.915,22.576,43.223,39.899,45.498,48.048,41.809,18.426,50.0,0.26485,3621.1,4356.0,9.5986,26.927,42.164,2695.1,73.506,120.42,0.36482,80.816,50.611,2623.8,26.262,49.552,3088.6,23.214,66.167,228.03,345.04,94.592,77.969,32.144,8.8502,25.866,6.8505,18.706,1.6527,33.415,13.719,22.291,1.1856,18.913,2.3086,5.0436,2.3987,0.019885,0.86154,0.085056,53.666,43.651
39420,62.462,53.539,28.142,62.189,22.93,39.784,34.896,48.63,48.411,41.077,18.542,50.0,0.28566,3651.1,4425.8,9.6251,26.851,42.437,2698.9,74.594,120.4,0.33754,80.697,48.911,2628.0,25.226,50.906,3092.9,23.16,66.165,230.36,345.56,94.625,78.189,33.144,9.0575,25.921,6.7489,18.721,1.6636,33.734,13.746,22.969,1.1519,18.398,2.3185,4.9894,2.4023,0.019885,0.86154,0.085056,53.666,43.651
39600,62.976,53.026,28.31,62.512,23.31,39.638,36.078,46.456,48.994,41.795,17.01,50.0,0.28395,3621.2,4468.6,9.5697,27.166,42.531,2703.5,73.78,120.43,0.33874,80.552,49.313,2633.1,24.417,49.966,3095.8,23.816,66.154,230.24,346.66,94.449,77.704,33.144,9.0575,25.921,6.7489,18.721,1.6636,33.734,13.746,22.969,1.1519,18.398,2.3185,4.9894,2.4023,0.019885,0.86154,0.085056,53.666,43.651
39780,63.281,53.551,18.347,62.505,23.12,39.635,42.933,48.532,48.633,40.193,21.101,50.0,0.18232,3659.8,4422.4,9.6365,26.642,42.834,2701.2,74.112,120.35,0.34357,79.963,51.642,2629.7,25.475,50.863,3093.1,22.104,66.063,233.57,347.14,94.585,76.305,33.165,8.9429,26.319,6.8156,18.577,1.6417,34.149,13.909,23.255,1.027,18.437,2.3028,4.9682,2.3767,0.027158,0.80092,0.097813,53.067,43.477
39960,63.179,53.184,17.904,63.66,22.745,40.061,43.613,46.46,48.98,40.525,19.591,50.0,0.18683,3665.7,4453.1,9.7162,26.91,42.531,2691.3,74.502,120.39,0.34008,78.586,51.874,2618.9,26.543,49.968,3084.9,22.742,65.73,233.26,348.03,94.687,75.049,33.165,8.9429,26.319,6.8156,18.577,1.6417,34.149,13.909,23.255,1.027,18.437,2.3028,4.9682,2.3767,0.027158,0.80092,0.097813,53.067,43.477
40140,63.279,53.72,17.041,62.79,22.91,41.866,41.705,51.59,48.918,39.868,18.521,50.0,0.17152,3631.3,4439.7,9.7799,26.96,42.681,2686.0,73.564,120.38,0.36101,77.401,51.225,2612.9,26.793,52.185,3077.7,23.156,65.136,237.9,348.6,95.02,74.798,32.55,8.9689,25.935,6.6456,18.531,1.6918,34.034,13.835,23.639,1.1368,18.299,2.24,4.9114,2.4009,0.027158,0.80092,0.097813,53.067,43.477
40320,62.559,53.513,16.971,63.894,23.576,41.889,38.295,49.919,48.571,39.27,18.897,50.0,0.17223,3673.2,4457.1,9.7614,26.724,42.556,2688.3,72.354,120.36,0.36082,76.986,50.066,2616.7,26.481,51.463,3077.2,22.949,64.586,246.0,349.21,95.093,74.662,32.55,8.9689,25.935,6.6456,18.531,1.6918,34.034,13.835,23.639,1.1368,18.299,2.24,4.9114,2.4009,0.027158,0.80092,0.097813,53.067,43.477
40500,63.483,53.236,22.35,62.576,24.439,40.902,41.642,48.854,48.757,40.97,15.397,50.0,0.22261,3714.4,4492.7,10.001,26.982,42.624,2702.0,73.099,120.42,0.35345,77.504,51.204,2630.7,25.532,51.002,3087.5,24.34,64.253,248.23,350.18,94.798,76.366,33.094,8.6427,26.047,6.7888,18.234,1.6611,34.437,13.734,23.812,1.2333,18.31,2.3037,4.6417,2.2208,0.027158,0.80092,0.097813,53.067,43.477
40680,63.588,53.302,21.959,65.764,24.856,40.951,39.723,45.658,48.06,42.005,15.733,50.0,0.22658,3708.3,4487.2,9.9816,27.015,42.338,2719.7,71.967,120.46,0.35305,78.766,50.552,2650.5,27.672,49.622,3106.1,24.102,64.299,242.66,350.32,94.25,78.527,33.094,8.6427,26.047,6.7888,18.234,1.6611,34.437,13.734,23.812,1.2333,18.31,2.3037,4.6417,2.2208,0.037552,0.79546,0.088178,53.978,43.459
40860,63.302,53.849,16.265,65.648,24.843,39.689,37.241,50.434,47.967,43.391,15.435,50.0,0.16591,3661.0,4507.8,9.9196,26.561,42.57,2738.9,72.312,120.47,0.3407,80.336,49.708,2671.1,24.46,51.685,3126.9,24.156,64.742,239.85,350.04,93.981,79.445,32.759,9.0844,26.26,6.9751,18.303,1.6556,34.418,13.956,23.916,1.2198,17.417,2.271,4.4923,2.0444,0.037552,0.79546,0.088178,53.978,43.459
41040,63.117,53.568,16.526,64.535,24.667,39.771,35.409,51.152,47.916,43.98,17.88,50.0,0.16326,3671.7,4531.3,9.7919,26.718,42.902,2749.5,73.175,120.5,0.34004,80.995,49.086,2681.2,24.786,51.995,3140.1,23.094,65.275,236.29,350.19,93.64,79.032,32.759,9.0844,26.26,6.9751,18.303,1.6556,34.418,13.956,23.916,1.2198,17.417,2.271,4.4923,2.0444,0.037552,0.79546,0.088178,53.978,43.459
41220,61.932,53.733,18.803,64.178,24.516,42.198,34.797,43.084,47.716,41.785,18.914,50.0,0.18959,3645.7,4510.5,9.8943,26.832,42.66,2749.9,72.685,120.4,0.36912,80.535,48.878,2680.1,26.145,48.509,3142.0,22.645,65.589,234.33,351.42,93.909,77.874,32.995,8.7681,26.959,6.9124,17.561,1.6248,33.848,13.575,24.626,1.3025,17.823,2.2319,4.6842,2.3222,0.037552,0.79546,0.088178,53.978,43.459
41400,62.28,53.206,18.489,65.948,24.795,42.394,39.731,48.016,47.374,42.519,17.817,50.0,0.19278,3625.4,4554.5,9.7858,26.761,42.583,2744.0,72.849,120.42,0.36751,79.124,50.554,2674.6,24.651,50.641,3134.7,23.122,65.495,234.13,352.28,94.134,76.117,32.995,8.7681,26.959,6.9124,17.561,1.6248,33.848,13.575,24.626,1.3025,17.823,2.2319,4.6842,2.3222,0.037552,0.79546,0.088178,53.978,43.459
41580,62.348,54.702,15.75,66.168,24.982,36.938,33.379,46.969,47.009,40.546,20.511,50.0,0.16068,3650.1,4593.6,9.9747,26.821,42.999,2740.6,72.556,120.36,0.32788,77.687,48.396,2670.1,22.499,50.188,3128.8,21.99,65.016,232.24,353.98,94.425,75.333,33.133,8.795,26.731,6.6792,17.975,1.7045,33.703,13.562,24.12,1.0075,17.653,2.242,4.9031,2.3971,0.0022138,0.82032,0.11607,52.932,43.886
41760,62.878,55.223,15.633,64.155,25.585,37.324,33.08,45.292,46.251,41.402,14.461,50.0,0.16187,3619.3,4550.1,10.069,26.762,42.33,2743.1,72.628,120.38,0.32471,76.921,48.294,2673.4,26.249,49.463,3128.6,24.513,64.377,236.42,354.91,94.519,75.91,33.133,8.795,26.731,6.6792,17.975,1.7045,33.703,13.562,24.12,1.0075,17.653,2.242,4.9031,2.3971,0.0022138,0.82032,0.11607,52.932,43.886
41940,63.673,54.454,13.519,64.448,26.189,36.672,33.601,47.835,45.715,41.967,16.904,50.0,0.13841,3696.6,4543.6,10.111,26.824,42.746,2753.7,72.931,120.37,0.32421,77.1,48.471,2684.5,27.028,50.562,3137.1,23.44,63.958,238.27,355.24,94.406,76.673,32.814,8.6976,27.195,6.6605,17.939,1.6659,34.252,13.595,24.891,0.97612,17.107,2.2395,4.7077,2.3038,0.0022138,0.82032,0.11607,52.932,43.886
42120,63.777,54.357,13.603,66.28,26.589,36.318,40.72,42.528,45.499,42.423,16.856,50.0,0.13755,3690.6,4551.7,10.08,26.908,42.471,2764.9,71.609,120.42,0.32711,77.498,50.89,2696.7,26.336,48.269,3147.3,23.426,63.774,236.5,355.67,94.034,76.779,32.814,8.6976,27.195,6.6605,17.939,1.6659,34.252,13.595,24.891,0.97612,17.107,2.2395,4.7077,2.3038,0.0022138,0.82032,0.11607,52.932,43.886
42300,63.653,54.489,15.745,66.301,27.141,36.854,38.665,46.323,45.252,42.7,14.765,50.0,0.16115,3719.0,4559.7,10.0,27.001,42.959,2776.1,72.659,120.43,0.32687,77.842,50.192,2709.0,24.499,49.909,3159.0,24.257,63.716,235.05,356.17,93.989,77.38,32.865,8.5442,27.414,6.5816,17.873,1.6096,34.878,13.55,25.478,0.9998,16.557,2.2119,4.3937,2.0308,0.0022138,0.82032,0.11607,52.932,43.886
42480,63.648,54.251,15.612,66.639,27.044,36.936,39.436,52.019,45.619,43.683,17.448,50.0,0.16251,3719.3,4579.5,10.069,26.478,42.474,2786.0,71.949,120.46,0.3262,78.229,50.454,2718.8,25.499,52.37,3169.5,23.088,63.818,233.17,356.68,93.63,77.53,32.865,8.5442,27.414,6.5816,17.873,1.6096,34.878,13.55,25.478,0.9998,16.557,2.2119,4.3937,2.0308,0.021523,0.76282,0.10499,54.463,44.69
42660,64.628,54.735,14.898,64.238,27.192,35.705,31.093,43.735,45.472,43.412,14.679,50.0,0.14641,3716.8,4564.8,10.198,26.532,42.693,2794.2,73.002,120.45,0.32337,78.401,47.619,2727.0,24.436,48.791,3177.5,24.227,63.974,233.26,356.95,93.557,77.361,32.883,8.5995,27.218,6.5824,17.877,1.6161,34.967,13.417,25.75,1.0413,16.154,2.168,4.3003,2.0731,0.021523,0.76282,0.10499,54.463,44.69
42840,64.229,55.027,14.544,65.507,27.744,35.975,41.42,48.169,45.576,43.988,14.587,50.0,0.15,3740.0,4540.4,10.021,26.877,42.834,2799.3,71.946,120.44,0.32116,78.308,51.128,2732.6,24.755,50.707,3181.6,24.246,64.057,230.53,357.65,93.552,77.313,32.883,8.5995,27.218,6.5824,17.877,1.6161,34.967,13.417,25.75,1.0413,16.154,2.168,4.3003,2.0731,0.021523,0.76282,0.10499,54.463,44.69
43020,64.657,55.152,13.641,64.538,27.84,33.862,42.778,50.312,45.472,43.792,17.808,50.0,0.14144,3731.1,4541.9,10.092,26.839,42.591,2804.0,73.318,120.42,0.30515,78.234,51.59,2738.0,23.79,51.633,3185.8,22.871,64.098,230.13,357.44,93.365,77.28,33.243,8.5963,27.866,6.6372,16.963,1.607,34.798,13.521,25.685,1.0985,16.514,2.2079,4.5161,2.0749,0.021523,0.76282,0.10499,54.463,44.69
43200,64.828,55.089,13.965,67.042,27.504,33.887,31.566,44.219,45.202,44.284,16.742,50.0,0.13814,3721.3,4547.1,9.9643,26.809,43.562,2805.1,74.321,120.44,0.30495,77.883,47.78,2738.5,24.203,49.0,3188.0,23.321,64.086,231.6,358.4,93.571,76.893,33.243,8.5963,27.866,6.6372,16.963,1.607,34.798,13.521,25.685,1.0985,16.514,2.2079,4.5161,2.0749,0.021523,0.76282,0.10499,54.463,44.69
43380,64.481,56.49,9.3677,66.154,27.874,34.983,33.854,48.291,43.84,42.821,17.293,50.0,0.097007,3728.4,4636.5,9.8684,26.821,42.736,2805.7,74.069,120.39,0.31448,77.417,48.557,2738.9,23.556,50.759,3186.9,23.095,63.921,228.06,358.61,93.617,76.407,33.504,8.7902,27.615,6.9819,17.028,1.5813,34.308,13.351,25.736,1.1874,15.701,2.2082,4.4265,2.1065,0.022631,0.79082,0.1077,53.567,44.059
43560,64.299,56.011,9.5639,64.485,27.827,34.537,44.388,47.875,43.388,42.72,18.27,50.0,0.09501,3739.0,4676.6,9.9974,26.952,42.67,2805.1,74.584,120.38,0.31814,76.878,52.137,2737.5,25.097,50.579,3186.3,22.685,63.692,224.26,359.41,93.745,76.2,33.504,8.7902,27.615,6.9819,17.028,1.5813,34.308,13.351,25.736,1.1874,15.701,2.2082,4.4265,2.1065,0.022631,0.79082,0.1077,53.567,44.059
43740,62.765,56.3,5.8873,65.958,28.801,32.413,31.384,46.509,42.727,42.979,15.621,50.0,0.05717,3656.3,4664.1,9.9102,26.914,43.123,2809.1,74.971,120.36,0.29359,76.664,47.718,2742.6,25.257,49.989,3185.6,23.788,63.405,222.97,359.31,93.957,76.246,33.21,8.5791,28.295,6.883,17.344,1.5778,34.652,13.301,26.459,1.2466,15.714,2.153,4.3283,2.126,0.022631,0.79082,0.1077,53.567,44.059
43920,62.907,55.946,5.8615,63.898,28.712,32.223,42.743,46.494,42.125,41.794,18.323,50.0,0.057432,3648.1,4693.7,10.005,26.802,42.74,2812.2,75.033,120.35,0.29516,76.54,51.578,2745.6,25.614,49.983,3189.4,22.633,63.165,221.07,358.82,94.077,76.239,33.21,8.5791,28.295,6.883,17.344,1.5778,34.652,13.301,26.459,1.2466,15.714,2.153,4.3283,2.126,0.022631,0.79082,0.1077,53.567,44.059
44100,63.008,55.409,7.4687,64.06,28.844,31.456,32.429,50.145,41.311,42.656,15.411,50.0,0.073803,3689.9,4696.1,9.9382,27.061,42.934,2819.6,74.28,120.37,0.28443,76.668,48.073,2752.9,25.111,51.561,3196.8,23.831,62.98,221.66,358.5,94.07,76.423,33.611,8.3883,28.018,6.7596,16.787,1.5717,34.678,13.288,26.566,1.1607,16.044,2.1725,4.2058,2.0408,0.022631,0.79082,0.1077,53.567,44.059
44280,63.601,55.733,7.3851,66.488,29.117,31.395,38.345,50.875,41.218,41.759,14.644,50.0,0.074653,3655.5,4669.0,9.9141,26.759,42.287,2826.2,74.601,120.37,0.28493,76.806,50.083,2760.3,24.93,51.876,3202.5,24.134,62.899,221.01,358.27,93.937,76.604,33.611,8.3883,28.018,6.7596,16.787,1.5717,34.678,13.288,26.566,1.1607,16.044,2.1725,4.2058,2.0408,0.020464,0.75334,0.10588,53.739,44.245
44460,63.665,56.989,3.6678,64.399,29.157,30.545,38.801,48.338,41.172,42.659,15.668,50.0,0.03806,3717.9,4702.2,9.8652,26.745,42.659,2832.6,75.169,120.38,0.28273,77.0,50.238,2766.0,25.862,50.78,3208.5,23.691,62.868,215.95,358.53,93.92,77.075,32.934,8.5131,28.476,6.6041,17.207,1.5933,34.593,13.285,26.76,1.1238,15.675,2.2069,4.2069,1.9153,0.020464,0.75334,0.10588,53.739,44.245
44640,63.882,56.966,3.6638,65.962,29.609,30.902,37.436,47.915,40.799,43.438,19.05,50.0,0.0381,3705.4,4704.2,9.754,26.751,43.042,2839.9,74.895,120.44,0.27981,77.466,49.774,2774.4,23.99,50.597,3214.4,22.253,62.957,214.49,357.22,93.767,77.615,32.934,8.5131,28.476,6.6041,17.207,1.5933,34.593,13.285,26.76,1.1238,15.675,2.2069,4.2069,1.9153,0.020464,0.75334,0.10588,53.739,44.245
